F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,lables
10,98,59,2,36,95,64,75,62,93,59,72,51,79,92,87,82,83,52,53,69,94,29,26,42,57,50
12,42,10,75,50,97,90,77,57,44,66,45,80,1,71,63,85,99,2,87,37,72,20,13,32,86,37
82,17,86,23,63,13,93,9,88,90,68,84,81,79,11,10,93,100,26,23,54,12,72,42,8,13,94
34,89,60,54,27,68,83,90,52,7,45,90,96,49,55,64,45,83,11,8,7,86,35,69,26,35,51
9,83,72,97,59,61,83,59,97,69,89,40,17,44,43,70,5,61,1,44,7,54,5,51,97,62,91
59,62,80,17,5,44,22,56,23,57,33,48,65,2,69,19,33,27,70,63,53,55,19,63,34,8,75
32,99,49,25,85,56,50,61,100,92,37,75,56,61,34,57,8,40,15,51,51,33,95,9,88,59,11
0,85,84,83,22,8,13,31,100,25,61,58,79,10,25,30,20,86,5,93,81,27,73,96,55,67,22
39,50,90,43,62,98,34,70,34,30,98,20,54,100,59,26,71,93,98,16,87,20,15,99,56,81,60
42,51,90,13,48,49,46,99,48,16,59,50,91,72,3,30,42,36,39,98,0,55,81,9,25,68,35
32,85,3,68,84,28,13,31,22,47,30,58,71,49,36,74,77,47,70,24,54,37,44,68,47,12,64
9,23,80,98,69,44,82,75,5,69,20,82,29,47,92,36,14,50,90,23,15,54,96,90,38,58,92
91,16,77,57,18,47,28,23,48,70,21,30,38,19,87,80,39,85,38,54,28,75,29,90,74,37,20
62,46,47,12,41,6,6,79,28,50,84,37,65,72,19,63,94,76,53,1,22,29,22,11,46,83,3
78,31,34,37,30,41,58,55,33,67,69,23,34,79,93,85,21,45,46,0,21,21,77,57,52,100,9
2,94,11,22,29,37,37,49,8,41,41,59,3,69,90,29,35,57,8,3,88,10,98,42,1,27,26
20,12,55,41,20,5,85,53,92,58,26,93,72,93,27,55,54,13,38,15,77,89,72,9,72,29,7
2,85,67,83,15,54,51,20,19,21,64,70,95,99,33,82,24,46,5,58,75,4,7,5,11,68,99
9,27,9,31,83,69,65,84,43,5,98,6,22,13,32,21,33,79,73,71,87,0,61,72,1,71,35
56,59,27,99,37,10,5,93,83,97,14,26,43,38,40,49,56,10,47,96,72,98,3,42,97,34,30
66,88,55,60,3,63,46,84,62,49,17,93,93,94,20,12,86,53,15,51,58,99,66,79,69,46,50
23,29,87,44,11,64,86,58,8,65,0,79,29,68,91,30,100,20,76,99,4,52,69,65,64,95,45
47,32,30,25,88,91,32,3,46,45,26,66,42,51,2,66,74,49,54,71,42,8,80,64,6,63,77
60,65,79,41,37,93,81,56,12,87,82,60,53,92,54,31,76,49,86,21,86,53,84,39,2,96,18
8,43,58,43,20,8,18,28,33,23,55,17,67,5,46,83,93,91,74,24,40,75,20,5,24,80,14
73,93,32,85,14,8,50,85,30,77,4,9,8,4,97,27,48,22,48,41,69,41,51,99,53,33,6
89,1,54,25,76,7,21,40,44,47,21,52,4,74,50,52,73,80,16,88,60,18,24,33,38,43,64
77,30,86,22,99,12,68,43,49,53,55,57,98,39,33,53,41,32,71,58,20,85,75,67,98,51,62
87,55,40,35,82,45,87,57,14,51,67,10,71,84,93,22,83,96,75,84,16,74,4,96,34,34,0
98,62,1,49,26,64,40,86,85,97,97,77,52,56,71,54,99,78,68,77,57,85,12,97,72,24,97
42,38,99,0,30,37,34,15,31,92,69,66,40,16,9,58,85,49,22,93,57,31,16,49,98,24,3
82,61,17,51,37,37,99,91,0,46,88,63,25,57,89,65,82,92,60,2,12,61,43,27,13,39,18
42,81,89,75,27,37,95,47,2,62,100,70,19,45,21,37,13,4,19,2,37,97,0,74,49,52,64
80,3,85,92,80,30,5,72,95,24,16,68,33,76,99,22,6,7,88,66,90,12,58,21,87,17,2
54,36,50,49,24,47,36,5,26,65,81,30,25,16,81,57,58,62,14,52,40,35,43,75,54,41,54
99,44,77,22,89,94,39,92,93,12,54,58,53,69,79,5,47,3,75,17,20,61,77,34,79,11,79
26,85,52,40,20,86,94,62,58,68,4,51,51,56,94,0,8,85,52,23,58,85,12,63,63,13,52
72,8,70,76,55,88,4,71,48,87,27,38,49,87,36,26,69,0,37,60,42,40,41,7,78,24,44
68,46,45,90,53,55,77,13,43,7,81,92,56,53,9,16,32,3,54,41,16,93,34,50,69,91,17
65,82,34,76,58,84,84,10,99,97,22,66,5,39,98,9,27,33,57,4,76,90,10,38,16,98,0
22,62,45,83,17,12,49,88,94,62,95,32,68,40,29,59,64,68,100,41,96,20,31,65,33,92,55
62,88,6,29,62,79,76,18,11,12,99,78,35,65,9,23,58,65,76,87,38,15,93,18,60,90,59
93,98,7,59,99,58,38,25,25,66,81,81,7,80,1,24,10,30,5,100,15,33,75,47,72,73,10
12,78,68,55,0,34,76,68,99,6,69,87,32,79,88,73,73,36,53,22,36,73,64,7,26,5,90
48,88,21,92,28,36,30,94,100,88,45,99,63,37,81,80,72,14,79,62,24,54,69,83,33,24,69
63,13,93,84,52,58,64,33,90,0,30,23,30,46,97,38,53,32,1,21,46,37,81,18,68,83,18
85,84,62,75,98,12,47,100,44,72,48,13,54,21,64,67,28,84,53,69,79,46,100,83,84,12,56
60,43,12,78,60,80,39,30,70,10,23,20,74,94,78,55,99,8,5,85,37,5,75,50,16,43,54
94,62,52,61,98,19,69,9,48,100,69,45,15,11,52,65,86,95,95,66,42,49,17,96,50,69,67
28,15,89,5,92,42,77,76,89,70,1,74,45,46,58,51,91,100,14,34,50,14,37,80,58,59,79
91,11,51,15,69,70,17,22,42,39,71,37,31,42,45,76,100,62,11,28,65,16,22,87,49,9,93
11,78,3,27,32,61,70,23,15,64,43,49,71,17,37,91,78,76,26,39,74,91,30,96,45,45,84
7,77,62,48,31,7,89,92,80,68,58,99,83,61,33,21,24,90,49,10,18,36,24,50,94,52,100
31,52,61,44,96,91,15,98,38,13,51,14,95,13,100,47,81,88,85,17,79,20,95,44,2,41,61
84,84,17,70,53,81,4,82,11,36,22,65,42,59,12,53,52,33,30,87,33,30,13,9,36,56,61
34,40,8,3,35,51,17,45,58,85,87,38,78,82,32,92,38,94,84,62,47,36,99,34,35,60,10
52,17,62,95,45,22,62,100,16,3,66,3,5,50,1,67,9,1,63,53,19,93,73,48,51,16,49
70,97,31,41,70,36,7,21,72,7,12,92,41,35,94,96,86,16,55,80,4,81,11,31,94,71,43
1,29,69,63,44,79,88,3,70,43,4,42,18,58,41,16,28,47,14,19,41,74,47,33,38,8,66
1,4,73,17,99,42,68,72,82,45,48,42,49,20,81,92,79,95,99,63,66,38,22,14,61,74,88
55,67,26,6,10,40,52,83,0,32,38,62,79,68,14,36,87,91,13,45,95,60,29,59,64,32,24
21,39,22,81,34,49,8,21,14,54,62,23,17,53,7,96,87,6,54,38,99,23,19,47,29,93,72
64,44,13,11,14,91,76,63,100,41,62,39,34,18,15,57,31,16,58,20,26,43,60,28,33,86,79
79,49,77,21,90,36,90,18,26,19,39,60,100,29,39,49,69,88,95,23,77,68,75,44,24,12,95
69,59,57,76,54,42,17,76,66,62,87,2,37,51,21,36,24,45,7,19,45,47,59,69,80,56,37
48,20,36,80,87,23,82,16,66,47,82,30,20,90,64,24,82,0,65,38,19,84,92,69,82,8,54
75,91,4,49,32,75,44,62,73,36,28,0,99,35,84,46,52,41,95,92,83,60,69,12,30,15,85
13,64,1,91,48,65,60,55,91,19,63,59,46,12,94,38,11,99,67,58,40,51,64,70,20,17,43
91,58,41,25,33,69,72,42,47,16,0,37,82,3,24,42,23,61,57,77,3,13,90,97,84,12,31
46,25,45,76,37,3,62,90,1,51,6,22,82,14,1,32,63,64,10,62,55,90,22,74,63,36,2
44,70,91,63,18,11,36,58,61,30,62,66,63,93,39,17,51,90,91,1,84,1,95,45,50,2,4
4,25,0,22,63,6,63,33,57,99,75,79,5,20,94,33,81,62,29,83,41,46,9,46,71,41,73
21,66,4,72,1,91,86,56,18,72,13,96,63,40,18,33,22,99,30,22,43,24,23,83,2,67,79
45,55,77,19,87,49,65,10,73,7,76,29,46,42,43,76,93,18,2,82,28,80,93,33,76,12,65
60,94,19,13,97,78,72,27,72,73,49,49,12,67,66,12,47,26,38,64,39,31,13,73,13,0,46
71,7,94,27,48,83,59,44,86,69,25,0,35,84,20,3,85,64,55,26,5,69,5,46,93,24,19
62,28,95,89,1,37,47,73,42,95,20,14,63,77,5,23,76,6,55,12,40,55,83,55,17,80,50
62,83,3,41,63,80,33,42,28,7,85,83,19,83,21,68,12,0,91,72,21,90,0,90,74,53,22
61,89,81,85,58,69,92,34,39,9,27,79,81,88,72,96,41,52,68,32,33,32,12,100,26,24,79
60,11,31,60,60,9,18,91,66,21,56,20,42,24,48,4,39,76,2,54,88,66,77,89,59,29,77
49,46,43,94,49,72,5,0,44,55,28,44,59,74,81,62,32,97,38,74,87,37,80,67,74,22,53
16,20,68,46,25,47,87,17,48,82,53,4,13,12,37,16,57,75,25,64,81,75,83,35,33,70,36
86,72,100,11,52,66,6,17,45,57,26,88,80,64,95,41,9,71,50,77,39,6,79,69,67,17,0
76,69,67,0,27,0,10,25,57,66,91,25,80,80,1,32,95,9,52,30,32,58,17,55,39,65,62
67,69,68,57,56,23,8,49,54,90,58,18,51,46,26,91,18,85,18,24,45,66,45,35,75,48,94
81,41,10,72,39,30,84,64,6,81,11,95,84,4,24,45,89,82,8,29,5,45,27,6,99,74,82
37,34,53,52,45,19,43,62,98,2,70,39,75,26,80,91,8,38,12,76,29,71,37,56,98,26,42
53,23,24,91,88,89,12,77,42,24,33,66,50,20,81,43,64,5,76,32,43,32,61,63,72,28,69
6,48,15,90,76,24,42,53,47,16,12,65,88,96,79,87,28,37,98,52,19,84,1,71,75,2,50
44,47,62,83,17,32,84,48,59,7,71,25,34,78,50,68,82,13,68,39,2,17,52,22,100,9,2
72,48,15,19,28,86,3,12,91,16,42,97,63,30,45,76,46,97,37,70,51,42,94,85,99,57,35
1,13,29,72,19,49,99,16,28,75,15,58,3,31,88,94,47,78,70,69,2,33,64,94,37,62,51
61,48,62,14,63,36,98,60,78,73,17,3,45,87,83,45,31,16,98,97,6,29,4,71,65,1,15
34,71,60,50,74,20,96,1,30,98,74,45,88,51,20,92,48,91,3,80,15,62,37,21,88,19,5
12,35,39,96,54,90,42,1,19,17,71,13,46,1,39,70,34,93,42,38,13,31,0,16,45,13,1
36,70,20,38,65,48,48,15,11,4,88,82,97,0,31,73,55,77,79,18,85,75,70,47,50,20,73
89,21,26,92,31,43,3,27,52,38,11,61,55,69,69,19,11,86,42,71,23,8,63,80,24,2,25
43,4,78,80,21,86,28,54,5,24,83,22,10,62,91,10,98,43,12,18,22,27,38,88,75,91,8
32,63,15,57,95,21,4,71,10,11,38,25,5,4,97,21,59,7,82,75,15,66,85,89,15,95,53
30,61,67,62,4,5,18,57,15,27,96,35,62,4,65,28,43,24,8,57,89,90,88,100,60,76,16
12,16,59,46,24,80,38,42,7,99,30,61,56,8,31,56,1,66,10,95,65,4,55,91,45,100,9
7,19,73,8,20,95,56,38,91,17,64,77,30,3,13,23,67,1,13,13,57,85,60,7,32,33,38
7,93,49,2,21,6,37,98,18,34,62,36,24,1,23,89,66,98,50,99,36,38,67,88,14,14,41
22,91,67,64,77,27,2,65,70,66,14,13,31,95,33,43,61,63,72,47,16,69,69,60,0,49,11
77,38,16,67,52,46,32,30,80,34,52,22,30,84,87,77,33,27,61,98,17,11,25,90,52,66,50
72,71,79,35,99,48,47,30,44,8,89,97,79,49,21,87,60,31,62,32,55,89,1,9,14,43,29
26,94,21,29,61,7,21,56,45,31,6,24,5,33,19,17,27,58,76,35,91,7,75,58,74,46,12
48,66,75,94,60,38,70,92,65,66,26,81,36,63,9,38,55,77,44,57,91,28,47,12,25,26,99
95,87,91,49,68,72,85,28,15,81,71,83,1,63,72,96,91,61,30,63,30,10,14,81,39,76,57
96,83,41,74,44,71,18,67,57,90,20,39,74,23,22,95,85,12,33,15,60,14,20,10,15,79,27
97,85,0,29,0,63,61,73,15,72,57,98,34,71,66,69,82,20,86,84,43,14,66,71,86,10,14
73,28,75,32,19,21,57,19,61,39,66,42,13,81,33,12,39,32,32,25,34,83,21,3,18,94,55
49,44,27,77,45,80,21,49,82,63,7,31,21,65,11,50,87,2,84,55,40,32,71,30,74,57,76
53,32,81,6,37,20,21,32,11,33,60,7,63,48,72,12,22,97,7,57,0,57,40,43,28,14,3
22,73,65,83,81,71,73,49,6,17,29,97,89,26,74,31,96,13,92,62,35,44,15,41,52,71,73
3,74,34,32,37,40,4,81,37,23,81,89,36,74,8,9,86,37,72,86,20,23,33,99,13,35,62
40,79,77,11,70,0,59,30,80,48,49,40,34,58,15,28,32,28,63,53,79,81,3,18,25,89,81
18,40,93,82,44,56,34,75,0,25,55,73,6,89,72,38,4,95,51,5,17,1,79,89,18,53,71
32,0,14,91,95,63,44,95,6,69,99,43,86,59,41,32,21,4,47,34,1,95,78,74,86,23,31
34,10,51,67,18,46,12,78,93,42,93,30,73,99,83,64,89,41,72,8,58,40,11,56,48,53,56
75,44,31,20,10,70,90,37,32,2,19,55,10,25,40,18,4,10,62,57,87,19,5,42,23,24,53
35,86,1,91,17,76,32,77,95,100,73,75,83,57,92,71,75,73,52,5,42,1,47,90,15,26,6
93,3,100,19,52,13,0,85,7,40,78,27,74,25,89,55,49,70,33,33,77,46,36,31,88,79,16
22,41,69,27,23,19,75,89,88,27,59,27,70,32,15,100,58,43,83,88,59,65,87,19,29,57,29
64,21,50,75,25,2,91,73,100,45,71,33,0,14,21,65,76,96,96,41,88,28,83,18,52,1,72
0,71,90,15,26,60,82,94,63,54,51,52,95,19,93,37,38,0,27,56,47,98,61,21,24,58,63
32,33,97,13,91,52,76,86,10,90,17,1,2,27,93,73,23,7,42,88,54,23,51,1,3,34,14
75,16,100,81,81,3,18,88,65,95,88,59,96,36,32,21,34,34,83,77,89,24,70,12,61,2,74
29,65,11,73,44,24,95,53,35,6,87,3,57,9,42,49,96,100,2,93,13,5,65,61,16,98,28
83,59,56,91,4,68,53,5,55,24,5,8,61,15,26,82,5,43,99,5,22,88,99,81,89,37,45
92,62,40,71,99,49,36,50,23,52,95,76,16,45,77,67,34,31,92,75,44,32,1,0,44,3,59
16,53,96,78,77,10,61,31,68,70,90,59,97,77,28,68,99,97,3,28,99,16,85,70,32,3,36
74,6,13,13,62,27,62,20,87,100,64,53,12,42,20,59,22,12,14,3,27,36,49,64,47,38,0
97,16,59,39,89,58,98,5,81,99,30,56,83,19,40,100,60,86,20,26,46,44,84,93,30,61,61
27,66,100,63,17,89,79,24,49,27,92,12,20,12,47,47,34,20,96,1,48,80,51,32,95,66,14
50,27,15,31,83,6,76,83,97,23,32,100,75,47,94,21,30,93,96,93,50,77,53,64,85,38,30
54,30,41,8,47,76,56,2,100,34,69,52,9,76,2,56,66,58,10,67,29,90,18,62,10,96,6
56,98,100,16,11,74,94,31,68,45,63,83,77,53,31,49,83,48,53,18,19,85,87,31,50,34,33
86,17,93,53,94,79,11,83,19,74,57,99,16,2,90,44,81,18,67,72,81,84,39,57,58,85,95
23,21,20,61,55,36,16,18,31,4,72,77,58,83,92,56,33,54,30,100,32,50,84,37,23,78,67
26,68,33,48,82,92,52,26,34,36,18,72,61,64,23,31,32,75,39,2,77,29,68,21,52,11,34
50,4,94,57,52,6,40,82,25,97,21,13,25,20,50,3,23,59,5,82,72,59,96,61,55,61,80
10,7,35,25,86,41,14,97,94,14,35,68,94,78,4,57,78,20,99,37,32,27,10,14,74,46,87
97,94,60,39,99,93,73,70,42,36,1,6,97,38,70,6,19,68,64,7,83,6,82,33,3,0,64
16,64,95,57,97,16,75,11,55,36,90,59,65,87,61,12,33,70,1,52,35,8,36,25,71,1,43
37,61,82,10,26,91,48,79,5,94,40,12,70,37,43,97,60,59,76,2,20,91,8,36,22,9,27
68,90,88,71,33,69,25,72,12,13,50,10,80,27,4,74,10,31,11,50,38,85,22,69,69,38,59
34,71,58,78,8,56,76,35,3,82,58,4,18,77,51,12,15,31,44,70,63,64,80,98,86,74,35
31,58,57,43,1,74,78,93,61,13,9,5,57,37,48,83,93,72,65,54,59,30,20,49,20,28,2
47,0,45,27,76,82,34,20,21,81,72,21,29,67,35,61,55,10,25,75,87,95,26,85,36,48,71
58,48,6,40,5,71,73,51,83,96,48,37,36,23,60,35,46,55,54,79,34,49,88,84,63,66,13
97,52,15,83,15,28,36,31,93,83,81,92,5,21,34,91,91,67,88,5,90,51,16,57,44,37,22
21,29,90,43,45,40,15,52,97,0,99,52,13,9,22,40,98,55,48,4,40,61,67,61,34,25,59
18,26,35,16,100,90,25,27,35,95,67,35,31,54,78,75,65,49,6,91,52,76,8,26,0,45,98
45,63,72,98,61,2,33,35,14,61,0,46,36,20,57,36,24,30,47,26,55,82,92,87,72,31,75
6,37,81,0,8,31,25,74,57,84,67,63,49,65,3,37,11,36,15,66,84,76,66,18,39,74,64
38,14,76,25,89,11,25,4,93,19,58,33,29,52,76,6,30,8,37,43,68,17,27,85,16,33,64
57,13,20,39,26,31,71,45,30,72,10,45,74,15,21,38,60,75,57,16,10,36,28,9,69,61,2
89,67,32,94,94,60,29,79,58,15,33,58,95,81,93,13,25,40,35,26,7,73,15,77,69,67,52
32,51,17,87,74,93,50,27,18,50,57,45,11,12,83,11,98,16,9,90,84,56,84,57,98,56,29
42,4,86,98,51,49,37,6,90,94,19,20,9,92,66,64,82,9,45,1,84,89,83,40,82,72,84
24,86,61,43,70,0,85,1,36,41,54,88,38,26,49,38,2,63,25,6,26,72,29,46,18,87,51
0,25,50,31,34,15,100,48,84,83,25,57,33,47,2,53,92,36,44,80,56,0,49,4,37,91,34
85,74,96,0,20,70,70,43,44,61,1,86,80,24,58,41,59,99,28,23,58,69,28,25,54,68,87
2,36,53,73,89,73,72,44,95,48,6,75,76,42,100,80,40,86,66,96,0,28,66,21,68,9,35
81,92,38,74,1,48,95,27,44,46,69,82,10,11,98,41,58,85,11,21,86,66,20,92,8,15,20
94,1,77,37,61,57,41,96,44,34,26,92,80,64,72,89,33,96,93,55,79,67,83,2,5,35,0
66,81,30,47,9,28,10,20,86,81,83,16,87,97,30,74,27,4,43,39,19,21,93,64,22,92,64
28,91,38,73,32,73,83,4,57,81,11,69,18,6,24,44,40,56,44,8,60,19,86,92,60,12,52
18,44,77,97,14,68,99,86,72,89,32,36,63,98,27,92,86,76,61,42,8,25,16,89,28,18,69
39,42,40,89,54,64,13,54,96,23,31,9,36,4,17,61,16,18,1,33,54,22,95,67,2,24,31
7,47,41,16,66,66,18,95,19,49,9,55,60,42,36,4,8,78,52,32,9,39,88,64,84,61,12
68,92,68,41,18,16,79,58,48,9,57,38,1,28,46,12,25,54,98,15,23,73,90,10,80,79,98
35,26,61,2,34,84,92,34,67,17,32,77,80,93,91,3,95,81,38,48,70,7,16,76,2,67,81
52,20,20,15,66,75,5,92,25,52,85,86,89,65,44,30,53,67,36,64,39,72,2,12,26,82,12
1,49,35,48,34,57,11,1,80,94,75,83,14,18,44,27,49,87,81,13,13,59,68,76,44,20,0
94,24,50,7,97,74,43,40,24,21,20,30,78,93,10,34,60,73,16,4,9,81,15,1,47,32,8
23,78,39,32,40,26,36,12,90,45,73,70,58,31,49,15,32,91,45,100,10,3,82,89,13,41,100
74,57,2,21,66,65,45,24,10,45,71,82,39,68,75,83,24,18,4,27,97,4,10,70,11,25,13
94,33,43,78,51,92,27,11,63,85,54,89,55,35,11,23,42,38,21,60,56,8,96,24,14,40,62
15,21,7,37,65,63,81,48,72,27,3,20,74,89,87,14,28,30,18,16,86,35,71,25,15,47,10
77,64,24,37,99,91,36,100,86,68,96,98,25,37,28,97,2,77,68,60,18,19,36,28,58,5,75
53,46,8,15,73,75,12,79,93,39,82,20,15,51,100,69,33,28,12,7,20,90,28,77,17,79,41
65,62,46,88,66,44,53,30,98,24,4,36,59,42,7,62,20,83,38,100,67,80,1,63,67,31,35
43,63,55,2,88,12,11,73,4,27,25,46,13,0,5,19,36,78,61,88,100,16,95,94,56,44,29
68,45,10,99,62,34,47,53,0,59,64,30,34,47,97,4,68,50,2,6,63,88,33,40,20,66,19
84,90,6,94,83,20,2,74,9,1,19,31,78,42,33,51,16,31,6,79,96,29,13,83,23,65,89
7,12,77,94,94,36,35,6,84,7,59,12,17,35,96,67,17,65,9,91,31,65,59,67,97,91,83
13,39,46,43,43,15,24,9,37,69,35,71,0,80,64,56,18,4,93,74,34,2,0,15,71,16,94
70,92,18,26,96,31,84,64,25,55,5,94,95,98,33,53,53,84,18,78,17,42,86,43,57,47,48
9,52,62,15,83,12,94,10,88,95,57,27,10,56,53,74,23,79,85,16,36,53,89,12,47,20,19
35,8,1,51,85,20,62,42,80,88,26,45,49,0,45,78,32,14,43,79,4,75,51,53,18,62,30
23,47,84,100,56,76,13,26,24,60,59,21,2,3,32,61,35,41,65,97,1,80,16,12,2,53,32
87,58,40,94,38,79,56,43,72,10,39,27,15,79,71,88,49,13,57,17,27,73,78,97,57,60,5
6,81,49,26,75,20,31,72,63,46,28,49,81,34,66,80,30,55,41,69,37,64,3,3,98,66,55
6,26,98,61,49,23,9,53,83,63,96,45,48,49,35,69,23,75,53,63,35,12,65,17,52,43,14
55,78,4,39,51,92,47,25,52,99,69,34,56,15,5,37,91,31,28,80,99,99,90,89,59,19,10
80,50,13,99,52,74,50,44,77,79,89,7,46,3,84,92,16,99,30,9,96,43,100,97,98,67,96
31,37,2,81,58,8,40,29,3,93,13,70,26,77,48,55,57,23,17,88,47,99,7,27,90,32,44
28,69,43,7,68,89,6,39,86,18,59,48,87,14,33,13,5,88,87,24,53,53,30,10,60,70,57
50,51,31,59,84,40,15,40,6,42,21,39,73,21,71,19,30,23,65,45,68,25,36,9,95,2,61
76,98,72,45,88,15,31,41,26,13,51,43,15,44,92,25,20,23,57,18,5,85,51,32,21,63,48
88,1,89,60,68,29,5,1,1,80,40,85,49,94,88,36,34,0,59,100,60,4,44,58,3,38,36
56,36,41,92,68,61,92,52,14,37,7,92,50,64,54,43,25,60,1,67,33,7,16,66,76,68,77
46,31,99,82,6,95,15,97,4,48,1,87,36,81,76,85,78,60,65,45,100,93,74,10,66,51,32
14,70,33,37,64,65,2,32,94,95,79,0,27,12,2,4,69,52,57,39,32,67,25,100,13,12,18
0,77,98,9,76,45,20,7,65,16,87,71,95,75,58,58,31,93,65,34,50,43,28,35,63,10,55
4,79,11,1,29,29,24,4,5,25,7,96,96,72,85,82,32,97,25,27,49,53,35,70,35,93,2
2,50,46,50,44,24,51,53,28,77,68,66,7,23,19,57,89,91,63,0,79,99,4,33,63,39,45
45,63,51,42,16,94,5,24,30,53,62,98,60,62,10,60,18,63,0,11,61,86,88,45,45,37,39
76,81,25,42,61,64,6,31,50,62,63,41,22,27,78,52,50,29,66,67,12,79,67,9,25,57,46
0,63,35,7,73,23,1,90,90,62,29,21,89,83,85,78,84,32,40,81,8,38,56,67,12,95,12
81,11,97,64,60,87,83,44,46,43,50,59,71,41,10,99,59,1,25,86,43,64,3,64,70,88,63
82,60,58,89,23,98,40,9,63,83,55,81,62,0,8,7,98,50,75,23,8,42,38,82,72,71,23
45,2,77,5,39,25,98,61,86,10,98,28,15,74,73,52,19,72,39,58,79,61,63,57,5,31,26
67,47,4,35,30,26,30,53,74,30,35,26,33,17,52,36,82,92,49,78,43,90,48,27,31,24,6
64,3,80,81,83,22,20,23,77,63,79,45,44,9,81,97,76,85,30,49,54,6,17,92,33,34,54
52,58,35,37,29,94,13,33,62,45,30,37,66,50,43,76,43,77,74,17,48,43,57,100,95,69,37
22,74,49,86,97,6,13,60,45,40,46,28,41,58,14,43,30,25,94,71,92,89,66,84,97,18,37
32,66,34,89,19,18,2,45,63,60,43,31,43,18,98,20,74,60,20,30,50,66,81,1,42,49,10
86,22,93,34,21,32,12,46,96,17,9,55,0,14,12,25,41,20,49,2,68,40,36,41,44,59,79
1,72,2,40,59,59,24,15,78,97,24,18,86,14,21,9,68,22,0,83,10,24,22,13,10,35,89
37,90,31,16,45,82,9,14,80,93,86,63,44,1,2,24,38,59,58,68,51,88,65,33,45,98,14
16,78,53,33,75,83,65,91,61,71,32,32,57,41,18,49,65,98,68,1,70,33,66,9,0,46,18
36,61,82,6,5,17,88,86,32,7,33,96,35,31,93,49,86,67,80,17,4,46,70,35,98,73,4
44,26,3,57,84,86,48,53,29,68,0,5,21,80,85,90,63,87,6,7,81,14,91,48,30,22,68
56,83,0,23,18,79,5,91,86,52,96,84,83,78,3,21,18,24,22,99,95,14,84,36,75,93,27
66,87,11,12,79,87,50,90,20,27,6,16,8,42,22,41,69,17,28,28,68,43,100,0,69,79,8
71,20,48,84,93,99,41,9,88,36,46,42,3,66,39,56,87,0,47,81,50,51,90,24,81,92,52
61,16,80,4,89,63,32,17,68,22,93,56,16,84,77,88,58,71,11,28,99,5,82,14,91,88,92
93,60,58,0,19,77,82,83,5,16,32,68,53,58,64,59,24,7,36,70,57,55,50,14,67,65,13
70,1,39,45,44,7,66,97,18,9,14,34,88,77,37,3,56,94,76,51,47,100,24,34,84,86,74
66,92,36,8,49,64,96,39,63,15,56,59,70,11,16,65,2,95,18,60,32,20,27,6,5,99,59
88,29,20,35,58,57,25,59,97,44,20,15,58,81,87,11,77,91,3,38,14,90,30,34,78,81,10
44,7,41,66,90,12,28,100,52,15,77,99,11,68,28,44,64,85,78,38,84,44,99,11,93,58,66
39,7,75,89,92,35,24,6,29,8,95,98,53,66,6,93,46,6,2,52,6,92,48,79,35,82,82
42,37,29,82,78,56,26,98,11,33,7,7,6,68,98,15,66,8,15,23,16,56,68,68,69,92,5
93,14,96,39,27,95,3,18,50,74,93,4,46,20,17,54,65,20,46,68,63,50,62,76,52,62,37
68,95,61,4,29,8,18,32,57,89,4,40,64,33,14,5,94,43,15,14,58,62,19,15,73,39,59
73,30,81,27,77,32,51,38,28,17,10,30,46,49,19,60,22,34,87,27,55,21,87,91,88,17,28
85,72,10,44,8,0,65,27,5,38,98,41,40,7,35,58,20,60,42,87,35,1,9,99,74,20,53
79,55,5,30,14,24,96,35,88,42,77,1,59,73,42,82,56,41,11,30,62,88,67,39,41,45,74
53,64,82,66,57,0,80,68,63,71,77,27,61,80,81,93,48,68,98,32,3,71,58,37,14,50,36
29,93,92,91,8,73,90,27,76,32,31,43,86,92,53,41,74,48,68,43,96,51,37,2,85,29,85
94,32,10,20,54,60,62,11,41,26,22,23,56,77,7,74,76,33,33,93,46,44,55,1,22,75,100
88,69,20,44,36,94,88,84,7,30,54,71,97,75,65,74,53,32,26,63,12,0,29,64,64,91,72
78,98,78,97,47,94,88,21,40,59,49,28,79,86,23,65,82,10,12,68,92,91,49,8,57,73,43
81,8,60,99,6,12,60,49,7,80,47,54,98,21,8,84,63,71,23,1,80,1,7,63,78,25,49
22,51,20,60,80,24,59,16,43,74,83,92,93,25,65,59,83,94,42,90,79,75,24,49,35,5,37
34,83,91,54,32,34,82,49,83,66,30,92,32,55,41,88,91,25,26,47,52,20,95,40,76,97,36
39,57,62,78,85,46,9,96,95,71,55,33,28,83,77,7,0,0,23,62,55,80,10,79,57,38,64
11,45,22,99,5,4,52,91,57,12,85,40,64,11,82,60,21,35,51,34,21,52,51,84,71,40,48
17,25,77,92,70,58,90,18,27,37,29,76,68,70,100,10,24,36,96,86,82,9,72,85,30,68,15
83,29,16,97,4,87,65,67,35,99,83,61,87,23,86,77,35,68,72,19,35,21,88,83,40,19,88
18,89,28,43,7,51,33,96,39,13,39,10,66,63,59,39,36,62,16,93,25,95,28,55,19,17,77
76,78,67,80,20,68,7,29,10,51,96,9,4,61,38,67,42,57,12,17,21,30,7,84,50,74,4
75,78,52,67,77,79,92,45,97,70,10,41,100,26,36,75,64,99,89,94,22,71,58,0,38,11,26
